,검색이름,유저,맥주이름,평점,Aroma,Appearance,Flavor,Mouthfeel,Overall
18885,guinness braught,82353,Guinness Draught,3.2,8,5,6,2,11
18886,guinness braught,85725,Guinness Draught,4.3,8,5,8,4,18
18887,guinness braught,96031,Guinness Draught,3.2,5,5,5,5,12
18888,guinness braught,90147,Guinness Draught,2.1,3,5,4,3,6
18889,guinness braught,91069,Guinness Draught,2.9,5,4,6,3,11
18890,guinness braught,51896,Guinness Draught,3.7,5,5,7,4,16
18891,guinness braught,79688,Guinness Draught,3.1,5,5,6,3,12
18892,guinness braught,95841,Guinness Draught,3.2,6,5,6,3,12
18893,guinness braught,95619,Guinness Draught,3.4,3,5,7,3,16
18894,guinness braught,37320,Guinness Draught,3.0,7,4,5,2,12
18895,guinness braught,38875,Guinness Draught,2.8,6,5,5,2,10
18896,guinness braught,77273,Guinness Draught,0.8,1,4,1,1,1
18897,guinness braught,92280,Guinness Draught,3.4,5,5,6,4,14
18898,guinness braught,87625,Guinness Draught,4.7,10,5,8,4,20
18899,guinness braught,33895,Guinness Draught,3.0,6,4,6,3,11
18900,guinness braught,63469,Guinness Draught,3.8,6,5,7,4,16
18901,guinness braught,93694,Guinness Draught,2.3,4,5,4,2,8
18902,guinness braught,62934,Guinness Draught,3.5,7,4,7,3,14
18903,guinness braught,95565,Guinness Draught,3.9,6,5,8,5,15
18904,guinness braught,32533,Guinness Draught,2.7,5,4,6,2,10
18905,guinness braught,65162,Guinness Draught,1.2,2,4,2,1,3
18906,guinness braught,92633,Guinness Draught,3.3,6,4,8,3,12
18907,guinness braught,95111,Guinness Draught,1.5,3,3,2,2,5
18908,guinness braught,84063,Guinness Draught,3.0,6,4,5,2,13
18909,guinness braught,95247,Guinness Draught,4.3,7,5,9,5,17
18910,guinness braught,78334,Guinness Draught,3.4,5,4,7,4,14
18911,guinness braught,95127,Guinness Draught,3.2,8,5,5,2,12
18912,guinness braught,55098,Guinness Draught,3.6,7,4,7,3,15
18913,guinness braught,94966,Guinness Draught,3.9,8,4,8,5,14
18914,guinness braught,94604,Guinness Draught,2.6,3,4,5,2,12
18915,guinness braught,86008,Guinness Draught,3.1,6,4,6,3,12
18916,guinness braught,85678,Guinness Draught,4.2,7,5,9,4,17
18917,guinness braught,94826,Guinness Draught,3.7,9,4,5,4,15
18918,guinness braught,76614,Guinness Draught,2.4,5,3,5,2,9
18919,guinness braught,94852,Guinness Draught,4.2,6,5,9,4,18
18920,guinness braught,94771,Guinness Draught,3.9,7,5,7,3,17
18921,guinness braught,94776,Guinness Draught,3.5,6,5,6,3,15
18922,guinness braught,93672,Guinness Draught,4.0,7,5,7,4,17
18923,guinness braught,94618,Guinness Draught,3.1,6,3,6,3,13
18924,guinness braught,94356,Guinness Draught,3.0,5,4,6,5,10
18925,guinness braught,94592,Guinness Draught,3.9,7,5,8,3,16
18926,guinness braught,94561,Guinness Draught,5.0,10,5,10,5,20
18927,guinness braught,94547,Guinness Draught,3.9,8,3,7,5,16
18928,guinness braught,90142,Guinness Draught,3.9,7,5,7,4,16
18929,guinness braught,91726,Guinness Draught,4.0,8,5,7,3,17
18930,guinness braught,94316,Guinness Draught,5.0,10,5,10,5,20
18931,guinness braught,57105,Guinness Draught,4.0,7,5,7,4,17
18932,guinness braught,84714,Guinness Draught,3.5,7,5,6,3,14
18933,guinness braught,87696,Guinness Draught,3.1,6,3,6,3,13
18934,guinness braught,93906,Guinness Draught,3.6,5,4,6,4,17
18935,guinness braught,80747,Guinness Draught,3.1,5,4,7,3,12
18936,guinness braught,94065,Guinness Draught,4.4,9,5,8,4,18
18937,guinness braught,93397,Guinness Draught,3.6,7,4,6,4,15
18938,guinness braught,78541,Guinness Draught,3.3,7,4,6,3,13
18939,guinness braught,49245,Guinness Draught,3.2,6,5,5,3,13
18940,guinness braught,93956,Guinness Draught,3.6,7,4,7,3,15
18941,guinness braught,93758,Guinness Draught,4.6,8,5,9,5,19
18942,guinness braught,84787,Guinness Draught,3.2,7,4,6,3,12
18943,guinness braught,71778,Guinness Draught,2.4,4,4,5,1,10
18944,guinness braught,55334,Guinness Draught,3.1,4,5,6,4,12
18945,guinness braught,93070,Guinness Draught,3.4,5,4,7,4,14
18946,guinness braught,90053,Guinness Draught,3.8,7,4,8,3,16
18947,guinness braught,14338,Guinness Draught,3.0,6,5,6,2,11
18948,guinness braught,92055,Guinness Draught,3.3,6,5,7,2,13
18949,guinness braught,92057,Guinness Draught,3.9,8,4,8,3,16
18950,guinness braught,93185,Guinness Draught,3.6,4,5,7,3,17
18951,guinness braught,91686,Guinness Draught,3.5,4,5,8,4,14
18952,guinness braught,91249,Guinness Draught,4.2,6,5,9,4,18
18953,guinness braught,91445,Guinness Draught,3.6,5,5,7,4,15
18954,guinness braught,92028,Guinness Draught,2.8,2,5,5,3,13
18955,guinness braught,93011,Guinness Draught,4.5,8,5,9,4,19
18956,guinness braught,92819,Guinness Draught,2.3,4,4,4,2,9
18957,guinness braught,86164,Guinness Draught,3.3,7,4,7,2,13
18958,guinness braught,79403,Guinness Draught,2.3,3,4,4,2,10
18959,guinness braught,91930,Guinness Draught,3.3,7,5,6,4,11
18960,guinness braught,58484,Guinness Draught,3.3,7,5,6,3,12
18961,guinness braught,86212,Guinness Draught,2.9,5,4,5,3,12
18962,guinness braught,13449,Guinness Draught,3.5,8,4,6,4,13
18963,guinness braught,87697,Guinness Draught,2.2,4,4,4,3,7
18964,guinness braught,92592,Guinness Draught,4.0,8,4,8,4,16
18965,guinness braught,91218,Guinness Draught,3.5,6,4,6,4,15
18966,guinness braught,92486,Guinness Draught,2.7,5,4,5,2,11
18967,guinness braught,54824,Guinness Draught,2.9,6,3,5,3,12
18968,guinness braught,85067,Guinness Draught,3.8,7,5,7,4,15
18969,guinness braught,92283,Guinness Draught,4.3,8,5,8,4,18
18970,guinness braught,92312,Guinness Draught,4.6,8,5,9,5,19
18971,guinness braught,91141,Guinness Draught,3.3,6,4,6,3,14
18972,guinness braught,37760,Guinness Draught,3.4,5,4,7,4,14
18973,guinness braught,91041,Guinness Draught,4.0,7,5,7,4,17
18974,guinness braught,81662,Guinness Draught,3.5,6,5,6,4,14
18975,guinness braught,83821,Guinness Draught,4.2,8,5,8,5,16
18976,guinness braught,79214,Guinness Draught,2.8,5,4,6,2,11
18977,guinness braught,80792,Guinness Draught,3.7,6,5,7,4,15
18978,guinness braught,91982,Guinness Draught,3.9,6,5,7,4,17
18979,guinness braught,83805,Guinness Draught,2.8,6,5,5,2,10
18980,guinness braught,35363,Guinness Draught,3.8,7,5,7,4,15
18981,guinness braught,91453,Guinness Draught,4.1,7,5,8,4,17
18982,guinness braught,91727,Guinness Draught,3.0,7,5,5,3,10
18983,guinness braught,76419,Guinness Draught,3.9,7,5,8,3,16
18984,guinness braught,56534,Guinness Draught,3.0,7,4,6,2,11
18985,guinness braught,91433,Guinness Draught,5.0,10,5,10,5,20
18986,guinness braught,82103,Guinness Draught,4.6,8,5,10,5,18
18987,guinness braught,90023,Guinness Draught,3.3,5,3,6,4,15
18988,guinness braught,79862,Guinness Draught,3.5,3,5,8,3,16
18989,guinness braught,61281,Guinness Draught,2.7,6,4,5,2,10
18990,guinness braught,89823,Guinness Draught,2.8,3,3,7,3,12
18991,guinness braught,85579,Guinness Draught,3.2,5,3,6,3,15
18992,guinness braught,89099,Guinness Draught,3.3,5,5,7,3,13
18993,guinness braught,91311,Guinness Draught,3.3,6,5,5,4,13
18994,guinness braught,78185,Guinness Draught,3.0,6,5,4,3,12
18995,guinness braught,40597,Guinness Draught,4.3,8,4,9,4,18
18996,guinness braught,88650,Guinness Draught,3.4,5,5,6,5,13
18997,guinness braught,73479,Guinness Draught,3.4,6,3,7,4,14
18998,guinness braught,14718,Guinness Draught,2.6,5,5,4,2,10
18999,guinness braught,84134,Guinness Draught,2.0,4,4,3,2,7
19000,guinness braught,90694,Guinness Draught,3.0,4,4,6,2,14
19001,guinness braught,90723,Guinness Draught,4.5,9,5,9,4,18
19002,guinness braught,67196,Guinness Draught,4.2,8,5,8,5,16
19003,guinness braught,83217,Guinness Draught,3.5,5,5,7,4,14
19004,guinness braught,90603,Guinness Draught,4.1,7,5,8,3,18
19005,guinness braught,90549,Guinness Draught,5.0,10,5,10,5,20
19006,guinness braught,83390,Guinness Draught,2.5,4,5,4,2,10
19007,guinness braught,58465,Guinness Draught,3.7,7,5,7,4,14
19008,guinness braught,89532,Guinness Draught,4.0,7,5,8,5,15
19009,guinness braught,84347,Guinness Draught,3.7,6,4,7,4,16
19010,guinness braught,55554,Guinness Draught,2.3,3,5,4,4,7
19011,guinness braught,79032,Guinness Draught,2.4,4,4,4,2,10
19012,guinness braught,82936,Guinness Draught,2.0,6,4,2,2,6
19013,guinness braught,81782,Guinness Draught,2.7,5,4,5,3,10
19014,guinness braught,87483,Guinness Draught,3.8,6,5,7,5,15
19015,guinness braught,89467,Guinness Draught,3.9,7,5,8,3,16
19016,guinness braught,89965,Guinness Draught,3.5,5,5,7,3,15
19017,guinness braught,20928,Guinness Draught,3.2,5,5,6,3,13
19018,guinness braught,89838,Guinness Draught,3.2,5,4,5,4,14
19019,guinness braught,89493,Guinness Draught,3.5,7,4,7,3,14
19020,guinness braught,89225,Guinness Draught,3.2,5,5,6,4,12
19021,guinness braught,89330,Guinness Draught,2.2,7,5,2,2,6
19022,guinness braught,30506,Guinness Draught,2.3,3,4,4,4,8
19023,guinness braught,63872,Guinness Draught,4.7,8,5,10,5,19
19024,guinness braught,87300,Guinness Draught,3.6,6,5,6,3,16
19025,guinness braught,89631,Guinness Draught,5.0,10,5,10,5,20
19026,guinness braught,89570,Guinness Draught,5.0,10,5,10,5,20
19027,guinness braught,49091,Guinness Draught,2.0,4,3,3,3,7
19028,guinness braught,89440,Guinness Draught,4.1,9,5,8,4,15
19029,guinness braught,56659,Guinness Draught,3.8,7,5,7,4,15
19030,guinness braught,83890,Guinness Draught,3.3,5,5,6,3,14
19031,guinness braught,23228,Guinness Draught,3.4,6,4,7,3,14
19032,guinness braught,83969,Guinness Draught,3.4,7,4,6,4,13
19033,guinness braught,89171,Guinness Draught,3.7,6,5,7,4,15
19034,guinness braught,89174,Guinness Draught,5.0,10,5,10,5,20
19035,guinness braught,88772,Guinness Draught,1.5,2,2,2,1,8
19036,guinness braught,75354,Guinness Draught,3.2,6,4,5,3,14
19037,guinness braught,87916,Guinness Draught,3.5,6,5,6,4,14
19038,guinness braught,27202,Guinness Draught,0.5,1,1,1,1,1
19039,guinness braught,85044,Guinness Draught,3.3,6,5,5,5,12
19040,guinness braught,81227,Guinness Draught,3.7,6,4,8,4,15
19041,guinness braught,88264,Guinness Draught,2.6,3,4,6,2,11
19042,guinness braught,77166,Guinness Draught,3.9,5,5,7,5,17
19043,guinness braught,87939,Guinness Draught,2.7,7,3,4,3,10
19044,guinness braught,26807,Guinness Draught,2.9,5,5,5,2,12
19045,guinness braught,48348,Guinness Draught,2.6,2,4,3,3,14
19046,guinness braught,82167,Guinness Draught,2.8,7,3,6,2,10
19047,guinness braught,73764,Guinness Draught,3.1,6,4,5,3,13
19048,guinness braught,87609,Guinness Draught,3.0,4,5,5,4,12
19049,guinness braught,85956,Guinness Draught,3.9,7,5,8,3,16
19050,guinness braught,88697,Guinness Draught,5.0,10,5,10,5,20
19051,guinness braught,88223,Guinness Draught,4.2,8,5,8,4,17
19052,guinness braught,86237,Guinness Draught,3.6,7,4,7,3,15
19053,guinness braught,88493,Guinness Draught,3.8,7,4,7,3,17
19054,guinness braught,79806,Guinness Draught,3.7,7,5,7,4,14
19055,guinness braught,87019,Guinness Draught,3.0,5,4,5,4,12
19056,guinness braught,86277,Guinness Draught,2.8,6,3,5,3,11
19057,guinness braught,88025,Guinness Draught,2.9,6,4,5,3,11
19058,guinness braught,64290,Guinness Draught,2.4,5,4,4,2,9
19059,guinness braught,54869,Guinness Draught,3.9,7,5,7,5,15
19060,guinness braught,88018,Guinness Draught,2.4,5,5,4,1,9
19061,guinness braught,38730,Guinness Draught,3.9,7,5,7,4,16
19062,guinness braught,48741,Guinness Draught,3.3,6,5,7,2,13
19063,guinness braught,71243,Guinness Draught,3.1,6,5,7,2,11
19064,guinness braught,88076,Guinness Draught,2.6,5,5,5,3,8
19065,guinness braught,67810,Guinness Draught,1.9,2,4,4,1,8
19066,guinness braught,86695,Guinness Draught,3.0,3,5,5,4,13
19067,guinness braught,86213,Guinness Draught,4.1,6,5,8,5,17
19068,guinness braught,85961,Guinness Draught,2.8,8,5,3,2,10
19069,guinness braught,61049,Guinness Draught,2.5,6,2,5,3,9
19070,guinness braught,77351,Guinness Draught,3.9,7,5,7,3,17
19071,guinness braught,87484,Guinness Draught,3.8,7,4,7,4,16
19072,guinness braught,85307,Guinness Draught,3.3,7,4,7,3,12
19073,guinness braught,87923,Guinness Draught,3.9,6,5,8,4,16
19074,guinness braught,87914,Guinness Draught,4.5,10,5,8,4,18
19075,guinness braught,65408,Guinness Draught,3.0,5,5,6,1,13
19076,guinness braught,87171,Guinness Draught,4.4,8,5,9,5,17
19077,guinness braught,62252,Guinness Draught,3.3,6,4,7,2,14
19078,guinness braught,85529,Guinness Draught,3.5,6,4,6,5,14
19079,guinness braught,87458,Guinness Draught,0.5,1,1,1,1,1
19080,guinness braught,69049,Guinness Draught,3.7,7,5,7,3,15
19081,guinness braught,72087,Guinness Draught,3.4,7,4,7,3,13
19082,guinness braught,75787,Guinness Draught,2.9,4,4,6,3,12
19083,guinness braught,65657,Guinness Draught,3.4,6,4,7,3,14
19084,guinness braught,87379,Guinness Draught,3.6,7,5,7,3,14
19085,guinness braught,87091,Guinness Draught,3.9,8,5,8,4,14
19086,guinness braught,52501,Guinness Draught,2.6,3,5,5,3,10
19087,guinness braught,60543,Guinness Draught,4.3,7,5,9,4,18
19088,guinness braught,81282,Guinness Draught,3.0,5,4,6,3,12
19089,guinness braught,29471,Guinness Draught,3.6,6,5,7,4,14
19090,guinness braught,70964,Guinness Draught,3.6,6,5,7,5,13
19091,guinness braught,86757,Guinness Draught,4.2,7,5,8,3,19
19092,guinness braught,5843,Guinness Draught,4.6,8,5,9,5,19
19093,guinness braught,55323,Guinness Draught,3.3,6,4,7,3,13
19094,guinness braught,50967,Guinness Draught,3.3,6,3,6,3,15
19095,guinness braught,78226,Guinness Draught,3.7,7,5,7,3,15
19096,guinness braught,68626,Guinness Draught,3.8,7,5,7,3,16
19097,guinness braught,34311,Guinness Draught,5.0,10,5,10,5,20
19098,guinness braught,63689,Guinness Draught,3.5,7,5,7,3,13
19099,guinness braught,86329,Guinness Draught,3.9,3,5,9,5,17
19100,guinness braught,82062,Guinness Draught,3.0,4,4,6,3,13
19101,guinness braught,30436,Guinness Draught,2.3,5,4,4,2,8
19102,guinness braught,86284,Guinness Draught,3.4,4,5,7,3,15
19103,guinness braught,32805,Guinness Draught,3.0,6,3,6,3,12
19104,guinness braught,83659,Guinness Draught,3.8,7,5,7,3,16
19105,guinness braught,56034,Guinness Draught,2.9,5,4,6,3,11
19106,guinness braught,82563,Guinness Draught,3.5,6,5,7,3,14
19107,guinness braught,86140,Guinness Draught,3.7,7,5,7,4,14
19108,guinness braught,40301,Guinness Draught,3.5,6,5,7,3,14
19109,guinness braught,74534,Guinness Draught,3.0,5,5,6,4,10
19110,guinness braught,66840,Guinness Draught,3.3,7,4,7,3,12
19111,guinness braught,71721,Guinness Draught,3.3,5,5,5,3,15
19112,guinness braught,85769,Guinness Draught,3.0,5,4,6,4,11
19113,guinness braught,85812,Guinness Draught,4.6,9,5,9,4,19
19114,guinness braught,14590,Guinness Draught,3.1,6,3,6,3,13
19115,guinness braught,74136,Guinness Draught,3.9,7,5,7,5,15
19116,guinness braught,85696,Guinness Draught,5.0,10,5,10,5,20
19117,guinness braught,40566,Guinness Draught,4.1,7,5,8,4,17
19118,guinness braught,81218,Guinness Draught,3.2,4,4,6,3,15
19119,guinness braught,58239,Guinness Draught,5.0,10,5,10,5,20
19120,guinness braught,85284,Guinness Draught,4.1,7,5,8,4,17
19121,guinness braught,75350,Guinness Draught,3.4,4,5,6,5,14
19122,guinness braught,70276,Guinness Draught,3.3,7,5,5,3,13
19123,guinness braught,64348,Guinness Draught,3.6,6,5,7,4,14
19124,guinness braught,81585,Guinness Draught,3.4,5,5,7,4,13
19125,guinness braught,83708,Guinness Draught,2.5,6,4,3,3,9
19126,guinness braught,76412,Guinness Draught,3.4,6,4,7,4,13
19127,guinness braught,71499,Guinness Draught,3.5,7,4,7,4,13
19128,guinness braught,69432,Guinness Draught,3.0,4,4,6,3,13
19129,guinness braught,74823,Guinness Draught,3.4,6,4,7,4,13
19130,guinness braught,58263,Guinness Draught,3.6,6,4,7,4,15
19131,guinness braught,49937,Guinness Draught,3.4,7,4,6,3,14
19132,guinness braught,81676,Guinness Draught,3.9,7,4,7,4,17
19133,guinness braught,83582,Guinness Draught,3.7,7,4,7,4,15
19134,guinness braught,20720,Guinness Draught,2.7,4,3,6,3,11
19135,guinness braught,50522,Guinness Draught,3.3,8,5,7,2,11
19136,guinness braught,71090,Guinness Draught,3.1,5,5,5,4,12
19137,guinness braught,83074,Guinness Draught,3.3,6,5,6,3,13
19138,guinness braught,83520,Guinness Draught,3.5,8,5,5,4,13
19139,guinness braught,83796,Guinness Draught,3.5,6,4,7,3,15
19140,guinness braught,44280,Guinness Draught,3.5,6,4,7,3,15
19141,guinness braught,77618,Guinness Draught,3.3,8,5,5,3,12
19142,guinness braught,79944,Guinness Draught,4.4,8,5,9,4,18
19143,guinness braught,81224,Guinness Draught,4.1,7,5,8,4,17
19144,guinness braught,83449,Guinness Draught,3.5,7,5,6,4,13
19145,guinness braught,83326,Guinness Draught,4.2,6,5,9,4,18
19146,guinness braught,70230,Guinness Draught,3.0,4,5,6,3,12
19147,guinness braught,83319,Guinness Draught,4.5,8,5,10,4,18
19148,guinness braught,68998,Guinness Draught,3.3,5,4,7,4,13
19149,guinness braught,83452,Guinness Draught,4.7,9,5,9,5,19
19150,guinness braught,79655,Guinness Draught,3.8,6,5,8,3,16
19151,guinness braught,71929,Guinness Draught,4.3,8,5,8,4,18
19152,guinness braught,41348,Guinness Draught,3.1,6,4,6,4,11
19153,guinness braught,37756,Guinness Draught,3.2,5,4,6,4,13
19154,guinness braught,78512,Guinness Draught,2.7,5,4,5,2,11
19155,guinness braught,65269,Guinness Draught,3.7,7,5,7,4,14
19156,guinness braught,31217,Guinness Draught,4.1,7,5,7,5,17
19157,guinness braught,77747,Guinness Draught,3.2,6,4,7,2,13
19158,guinness braught,79429,Guinness Draught,3.7,3,3,7,4,20
19159,guinness braught,31998,Guinness Draught,3.3,6,4,6,3,14
19160,guinness braught,73653,Guinness Draught,3.1,6,3,7,4,11
19161,guinness braught,75783,Guinness Draught,2.0,5,5,3,2,5
19162,guinness braught,23238,Guinness Draught,3.2,5,5,6,4,12
19163,guinness braught,78792,Guinness Draught,3.2,6,3,7,2,14
19164,guinness braught,58060,Guinness Draught,3.0,4,5,6,3,12
19165,guinness braught,65884,Guinness Draught,2.9,5,3,7,3,11
19166,guinness braught,80240,Guinness Draught,2.5,4,5,4,3,9
19167,guinness braught,82238,Guinness Draught,3.2,4,4,6,4,14
19168,guinness braught,80388,Guinness Draught,3.3,5,5,6,4,13
19169,guinness braught,82119,Guinness Draught,3.7,5,5,7,4,16
19170,guinness braught,77562,Guinness Draught,3.3,5,4,6,4,14
19171,guinness braught,81906,Guinness Draught,4.1,6,5,8,4,18
19172,guinness braught,71339,Guinness Draught,3.1,6,4,5,3,13
19173,guinness braught,22228,Guinness Draught,3.0,6,4,6,3,11
19174,guinness braught,77529,Guinness Draught,3.2,4,4,5,3,16
19175,guinness braught,7034,Guinness Draught,3.5,6,4,7,4,14
19176,guinness braught,49618,Guinness Draught,3.8,6,5,8,4,15
19177,guinness braught,20415,Guinness Draught,3.4,6,3,6,3,16
19178,guinness braught,81660,Guinness Draught,4.4,6,5,8,5,20
19179,guinness braught,47981,Guinness Draught,4.6,9,5,8,5,19
19180,guinness braught,73024,Guinness Draught,3.8,7,4,7,4,16
19181,guinness braught,81340,Guinness Draught,4.5,9,5,8,5,18
19182,guinness braught,65835,Guinness Draught,4.0,7,5,7,5,16
19183,guinness braught,81477,Guinness Draught,3.9,7,4,7,4,17
19184,guinness braught,80378,Guinness Draught,3.5,6,4,7,3,15
19185,guinness braught,5855,Guinness Draught,3.2,6,4,7,3,12
19186,guinness braught,77864,Guinness Draught,3.8,8,4,8,4,14
19187,guinness braught,74729,Guinness Draught,3.7,7,5,8,2,15
19188,guinness braught,81155,Guinness Draught,5.0,10,5,10,5,20
19189,guinness braught,81061,Guinness Draught,4.3,8,5,8,4,18
19190,guinness braught,81047,Guinness Draught,3.9,4,5,8,3,19
19191,guinness braught,78879,Guinness Draught,5.0,10,5,10,5,20
19192,guinness braught,78114,Guinness Draught,3.5,6,4,6,5,14
19193,guinness braught,80629,Guinness Draught,3.4,7,4,6,3,14
19194,guinness braught,68931,Guinness Draught,3.3,6,5,6,3,13
19195,guinness braught,55046,Guinness Draught,3.1,4,4,6,4,13
19196,guinness braught,78174,Guinness Draught,3.4,6,4,7,4,13
19197,guinness braught,71493,Guinness Draught,3.2,6,4,7,3,12
19198,guinness braught,79772,Guinness Draught,3.5,6,5,6,4,14
19199,guinness braught,80546,Guinness Draught,3.7,6,5,8,4,14
19200,guinness braught,67486,Guinness Draught,3.5,6,4,6,4,15
19201,guinness braught,47043,Guinness Draught,3.8,6,5,7,4,16
19202,guinness braught,60641,Guinness Draught,2.2,6,4,3,2,7
19203,guinness braught,75002,Guinness Draught,3.2,7,4,6,3,12
19204,guinness braught,65375,Guinness Draught,2.4,4,4,4,3,9
19205,guinness braught,69713,Guinness Draught,3.3,6,4,6,4,13
19206,guinness braught,80094,Guinness Draught,3.2,5,4,6,3,14
19207,guinness braught,78296,Guinness Draught,3.8,5,5,8,3,17
19208,guinness braught,74858,Guinness Draught,4.0,7,5,8,4,16
19209,guinness braught,79956,Guinness Draught,4.6,8,5,9,5,19
